区站号,纬度,经度,观测场拔海高度,年,月,日照时数
54529.0,39.21,117.49,3.9000000000000004,2017.0,9.0,7.359999999999999
54530.0,39.14,117.46,1.3,2017.0,9.0,7.243333333333334
54531.0,39.44,118.43,43.0,2017.0,9.0,7.246666666666667
54532.0,39.48,118.05,31.6,2017.0,9.0,7.946666666666667
54533.0,39.35,118.06,8.9,2017.0,9.0,7.82
54534.0,39.39,118.06,23.200000000000003,2017.0,9.0,7.9
54535.0,39.17,118.28,3.2,2017.0,9.0,9.07
54539.0,39.26,118.53,8.5,2017.0,9.0,7.990000000000001
54540.0,39.44,119.12,17.6,2017.0,9.0,7.666666666666668
54541.0,39.54,119.14,24.3,2017.0,9.0,7.993333333333334
54563.0,39.38,122.01,118.7,2017.0,9.0,6.946666666666667
54565.0,39.36,121.28,70.60000000000001,2017.0,9.0,7.220000000000001
54568.0,39.04,121.45,90.80000000000001,2017.0,9.0,7.01
54569.0,39.25,121.57,11.700000000000001,2017.0,9.0,6.946666666666667
54575.0,39.24,122.2,43.2,2017.0,9.0,7.683333333333334
54579.0,39.16,122.35,35.5,2017.0,9.0,8.520000000000001
54584.0,39.43,122.57,34.800000000000004,2017.0,9.0,7.553333333333334
54590.0,39.55,124.09,3.9000000000000004,2017.0,9.0,5.91
54594.0,39.43,116.21,37.5,2017.0,9.0,7.83
54596.0,39.46,116.12,48.900000000000006,2017.0,9.0,8.093333333333334
54597.0,39.44,115.44,407.70000000000005,2017.0,9.0,6.573333333333334
54601.0,38.59,115.39,13.100000000000001,2017.0,9.0,5.25
54602.0,38.44,115.29,16.8,2017.0,9.0,4.7700000000000005
54603.0,38.43,115.46,10.0,2017.0,9.0,8.213333333333335
54604.0,38.25,115.2,29.6,2017.0,9.0,7.170000000000001
54605.0,38.56,115.56,4.4,2017.0,9.0,7.7633333333333345
54606.0,38.13,115.45,17.900000000000002,2017.0,9.0,8.956666666666667
54607.0,38.42,115.07,47.800000000000004,2017.0,9.0,6.456666666666667
54608.0,38.0,115.33,26.1,2017.0,9.0,8.666666666666668
54609.0,38.14,115.35,22.400000000000002,2017.0,9.0,8.67
54610.0,38.44,116.06,8.1,2017.0,9.0,8.91
54611.0,38.56,115.19,44.800000000000004,2017.0,9.0,6.550000000000001
54612.0,38.51,116.27,4.3,2017.0,9.0,8.563333333333334
54613.0,38.42,116.37,6.9,2017.0,9.0,10.106666666666667
54614.0,38.25,116.03,10.9,2017.0,9.0,8.706666666666667
54615.0,38.35,116.51,8.0,2017.0,9.0,7.646666666666667
54616.0,38.21,116.51,8.0,2017.0,9.0,9.676666666666668
54617.0,38.12,116.1,13.3,2017.0,9.0,9.516666666666667
54618.0,38.05,116.33,13.200000000000001,2017.0,9.0,8.246666666666668
54619.0,38.55,116.55,5.5,2017.0,9.0,8.123333333333333
54620.0,38.29,115.34,18.5,2017.0,9.0,7.183333333333334
54621.0,38.11,115.11,38.1,2017.0,9.0,6.743333333333334
54622.0,38.59,117.22,3.7,2017.0,9.0,8.39
54623.0,39.03,117.43,4.800000000000001,2017.0,9.0,7.83
54624.0,38.24,117.19,4.5,2017.0,9.0,8.876666666666667
54626.0,38.25,115.49,13.9,2017.0,9.0,9.520000000000001
54627.0,38.02,117.14,8.200000000000001,2017.0,9.0,8.383333333333333
54628.0,38.09,117.29,6.4,2017.0,9.0,9.033333333333333
54631.0,37.04,115.09,32.4,2017.0,9.0,5.723333333333334
54632.0,37.04,115.02,34.0,2017.0,9.0,6.903333333333333
54633.0,37.3,115.16,26.1,2017.0,9.0,6.5200000000000005
54636.0,39.01,116.07,10.3,2017.0,9.0,8.123333333333333
54640.0,36.55,114.52,36.0,2017.0,9.0,5.5
54644.0,38.03,117.07,10.5,2017.0,9.0,8.913333333333334
54645.0,38.51,117.28,2.2,2017.0,9.0,8.040000000000001
54646.0,38.27,118.25,30.3,2017.0,9.0,
54660.0,38.49,121.14,66.7,2017.0,9.0,7.556666666666667
54662.0,38.55,121.38,91.5,2017.0,9.0,7.5166666666666675
54700.0,38.02,115.56,16.2,2017.0,9.0,8.986666666666666
54701.0,37.56,115.12,35.9,2017.0,9.0,5.926666666666667
54702.0,37.44,115.42,20.700000000000003,2017.0,9.0,8.033333333333333
54703.0,37.48,115.53,21.3,2017.0,9.0,7.57
54704.0,37.31,115.34,24.8,2017.0,9.0,6.586666666666666
54705.0,37.22,115.23,27.400000000000002,2017.0,9.0,6.81
54706.0,37.05,115.4,31.5,2017.0,9.0,6.720000000000001
54707.0,37.21,115.59,27.400000000000002,2017.0,9.0,8.306666666666667
54708.0,37.3,115.44,23.6,2017.0,9.0,7.123333333333334
54709.0,37.14,116.04,24.8,2017.0,9.0,7.359999999999999
54710.0,37.52,116.1,18.6,2017.0,9.0,6.146666666666667
54711.0,37.42,116.17,18.3,2017.0,9.0,7.536666666666666
54712.0,37.12,116.49,18.5,2017.0,9.0,7.396666666666667
54713.0,37.53,116.32,14.4,2017.0,9.0,8.9
54714.0,37.27,116.2,23.6,2017.0,9.0,7.943333333333334
54715.0,37.19,116.31,17.6,2017.0,9.0,7.140000000000001
54716.0,37.4,116.48,16.3,2017.0,9.0,8.253333333333334
54717.0,37.38,116.24,17.1,2017.0,9.0,7.420000000000001
54718.0,37.09,116.28,22.900000000000002,2017.0,9.0,6.723333333333334
54719.0,38.02,116.41,11.100000000000001,2017.0,9.0,7.866666666666667
54722.0,37.45,117.38,6.800000000000001,2017.0,9.0,8.23
54723.0,37.39,117.34,10.100000000000001,2017.0,9.0,8.136666666666667
54724.0,37.19,117.08,14.8,2017.0,9.0,7.75
54725.0,37.3,117.32,11.700000000000001,2017.0,9.0,7.473333333333334
54726.0,37.42,117.11,11.5,2017.0,9.0,7.840000000000001
54727.0,36.41,117.33,121.80000000000001,2017.0,9.0,7.376666666666667
54728.0,37.46,117.21,10.5,2017.0,9.0,8.316666666666668
54729.0,37.1,117.52,11.5,2017.0,9.0,7.176666666666667
54730.0,37.42,118.08,6.300000000000001,2017.0,9.0,7.896666666666667
54731.0,37.29,118.13,11.9,2017.0,9.0,8.453333333333333
54732.0,37.52,118.31,5.6000000000000005,2017.0,9.0,7.456666666666667
54734.0,37.21,118.0,12.200000000000001,2017.0,9.0,7.653333333333333
54736.0,37.26,118.4,6.0,2017.0,9.0,8.566666666666668
54737.0,37.09,118.09,9.4,2017.0,9.0,7.626666666666667
54738.0,37.03,118.22,14.200000000000001,2017.0,9.0,6.893333333333334
54744.0,37.35,118.33,8.5,2017.0,9.0,7.68
54749.0,37.11,119.57,48.400000000000006,2017.0,9.0,8.156666666666666
54751.0,37.56,120.44,39.7,2017.0,9.0,8.076666666666666
54752.0,37.48,120.46,60.7,2017.0,9.0,7.943333333333334
54753.0,37.38,120.2,4.800000000000001,2017.0,9.0,7.98
54755.0,37.2,120.23,117.80000000000001,2017.0,9.0,8.49
54759.0,37.19,120.51,205.5,2017.0,9.0,8.333333333333334
54764.0,37.29,121.14,53.900000000000006,2017.0,9.0,8.173333333333334
54765.0,37.29,121.26,82.0,2017.0,9.0,8.146666666666667
54766.0,37.26,121.35,39.1,2017.0,9.0,8.040000000000001
54774.0,37.28,122.08,65.4,2017.0,9.0,8.123333333333333
54776.0,37.24,122.42,47.7,2017.0,9.0,8.47
54777.0,37.12,122.04,118.0,2017.0,9.0,6.963333333333335
54778.0,37.1,122.29,61.7,2017.0,9.0,8.406666666666666
54800.0,37.0,115.15,33.300000000000004,2017.0,9.0,6.670000000000001
54801.0,36.51,115.29,35.300000000000004,2017.0,9.0,6.13
54802.0,36.49,115.44,34.0,2017.0,9.0,7.073333333333334
54803.0,36.59,116.01,27.900000000000002,2017.0,9.0,5.713333333333334
54804.0,36.18,115.11,45.300000000000004,2017.0,9.0,5.54
54805.0,36.27,115.28,39.300000000000004,2017.0,9.0,6.466666666666668
54806.0,36.25,115.58,33.0,2017.0,9.0,5.620000000000001
54807.0,36.09,115.46,41.2,2017.0,9.0,5.133333333333334
54808.0,36.14,115.38,37.800000000000004,2017.0,9.0,5.59
54809.0,36.33,115.17,41.300000000000004,2017.0,9.0,6.163333333333334
54810.0,36.52,116.16,27.1,2017.0,9.0,6.383333333333334
54811.0,36.56,116.37,20.6,2017.0,9.0,8.583333333333334
54812.0,36.44,116.43,24.700000000000003,2017.0,9.0,6.95
54814.0,36.32,116.15,29.700000000000003,2017.0,9.0,6.933333333333334
54815.0,36.23,116.16,31.400000000000002,2017.0,9.0,7.2700000000000005
54816.0,36.31,116.48,98.9,2017.0,9.0,7.1033333333333335
54817.0,35.59,115.52,42.1,2017.0,9.0,6.23
54818.0,36.15,116.25,79.9,2017.0,9.0,7.090000000000001
54819.0,36.11,116.48,113.60000000000001,2017.0,9.0,6.553333333333334
54820.0,36.49,115.12,39.0,2017.0,9.0,5.59
54821.0,37.0,117.12,20.400000000000002,2017.0,9.0,6.690000000000001
54822.0,36.52,117.44,47.400000000000006,2017.0,9.0,8.53
54823.0,36.36,117.0,170.3,2017.0,9.0,7.03
54824.0,36.38,117.57,95.0,2017.0,9.0,6.696666666666667
54825.0,36.31,117.51,189.70000000000002,2017.0,9.0,7.040000000000001
54826.0,36.15,117.06,1533.7,2017.0,9.0,7.403333333333333
54827.0,36.1,117.09,128.6,2017.0,9.0,6.550000000000001
54828.0,36.14,117.41,229.3,2017.0,9.0,6.713333333333335
54829.0,36.46,117.52,85.7,2017.0,9.0,7.090000000000001
54830.0,36.49,117.56,34.4,2017.0,9.0,6.6866666666666665
54831.0,36.39,118.3,102.5,2017.0,9.0,8.520000000000001
54832.0,36.52,118.48,23.400000000000002,2017.0,9.0,7.133333333333333
54833.0,36.58,118.05,15.100000000000001,2017.0,9.0,7.73
54834.0,36.52,118.17,46.300000000000004,2017.0,9.0,7.316666666666667
54835.0,36.28,118.34,149.5,2017.0,9.0,8.246666666666668
54836.0,36.11,118.1,305.1,2017.0,9.0,7.433333333333334
54837.0,36.41,118.5,78.80000000000001,2017.0,9.0,8.193333333333333
54841.0,36.52,119.25,23.5,2017.0,9.0,7.71
54842.0,36.47,120.0,62.2,2017.0,9.0,7.966666666666668
54843.0,36.45,119.12,22.200000000000003,2017.0,9.0,7.556666666666667
54844.0,36.25,119.11,62.7,2017.0,9.0,7.5166666666666675
54846.0,36.23,119.44,51.5,2017.0,9.0,7.673333333333334
54848.0,35.59,119.25,82.60000000000001,2017.0,9.0,6.736666666666666
54849.0,36.13,120.02,84.4,2017.0,9.0,6.890000000000001
54851.0,36.54,120.34,76.9,2017.0,9.0,8.483333333333333
54852.0,36.58,120.44,54.400000000000006,2017.0,9.0,7.383333333333333
54853.0,36.08,120.31,54.0,2017.0,9.0,7.816666666666667
54855.0,36.24,120.23,47.800000000000004,2017.0,9.0,7.386666666666667
54857.0,36.04,120.2,76.0,2017.0,9.0,7.133333333333333
54861.0,36.56,121.32,45.400000000000006,2017.0,9.0,7.53
54863.0,36.47,121.11,40.900000000000006,2017.0,9.0,8.163333333333334
54871.0,36.56,122.29,9.8,2017.0,9.0,8.090000000000002
54900.0,35.42,115.01,53.7,2017.0,9.0,5.956666666666667
54901.0,36.05,115.1,47.5,2017.0,9.0,6.11
54902.0,35.57,115.09,49.300000000000004,2017.0,9.0,5.536666666666667
54903.0,35.51,115.29,46.0,2017.0,9.0,5.583333333333334
54904.0,35.35,115.31,50.1,2017.0,9.0,5.293333333333333
54905.0,35.35,115.56,46.2,2017.0,9.0,5.583333333333334
54906.0,35.15,115.25,49.900000000000006,2017.0,9.0,5.75
54907.0,34.59,116.39,34.300000000000004,2017.0,9.0,5.8500000000000005
54908.0,35.16,115.06,57.300000000000004,2017.0,9.0,5.156666666666667
54909.0,35.05,115.31,51.5,2017.0,9.0,5.466666666666667
54910.0,35.49,116.03,40.900000000000006,2017.0,9.0,6.470000000000001
54911.0,35.56,116.24,44.0,2017.0,9.0,5.656666666666667
54912.0,35.46,116.3,41.800000000000004,2017.0,9.0,5.5600000000000005
54913.0,35.45,116.49,62.2,2017.0,9.0,5.170000000000001
54914.0,35.25,116.05,40.6,2017.0,9.0,5.426666666666667
54915.0,35.26,116.36,33.300000000000004,2017.0,9.0,6.166666666666667
54916.0,35.34,116.51,51.7,2017.0,9.0,7.45
54917.0,35.08,116.2,35.800000000000004,2017.0,9.0,5.506666666666668
54918.0,35.36,116.58,62.300000000000004,2017.0,9.0,6.66
54919.0,35.23,116.59,88.7,2017.0,9.0,5.95
54920.0,35.39,117.17,110.4,2017.0,9.0,5.69
54921.0,35.25,116.2,38.1,2017.0,9.0,6.326666666666667
54922.0,35.52,117.45,206.0,2017.0,9.0,5.3533333333333335
54923.0,35.43,117.56,202.20000000000002,2017.0,9.0,6.6033333333333335
54925.0,35.3,117.41,161.20000000000002,2017.0,9.0,6.243333333333333
54927.0,35.06,117.12,74.9,2017.0,9.0,6.123333333333334
54929.0,35.16,117.58,121.2,2017.0,9.0,6.773333333333333
54932.0,35.46,118.39,186.70000000000002,2017.0,9.0,7.2
54935.0,35.32,118.26,119.4,2017.0,9.0,6.5166666666666675
54936.0,35.34,118.5,107.4,2017.0,9.0,6.010000000000001
54938.0,35.15,118.25,124.0,2017.0,9.0,5.926666666666667
54939.0,35.1,118.49,113.80000000000001,2017.0,9.0,6.703333333333333
54940.0,35.45,119.12,148.20000000000002,2017.0,9.0,7.446666666666667
54943.0,35.53,120.0,10.4,2017.0,9.0,7.420000000000001
54945.0,35.28,119.33,64.4,2017.0,9.0,6.156666666666667
55228.0,32.3,80.05,4278.6,2017.0,9.0,9.233333333333333
55248.0,32.09,84.25,4414.900000000001,2017.0,9.0,9.676666666666668
55279.0,31.23,90.01,14700.0,2017.0,9.0,7.910344827586207
55294.0,32.21,9.1,14800.0,2017.0,9.0,7.663333333333334
55299.0,31.29,92.04,4507.0,2017.0,9.0,7.463333333333335
55437.0,30.17,81.15,13900.0,2017.0,9.0,7.655172413793103
55472.0,30.57,88.39,14672.0,2017.0,9.0,8.256666666666666
55493.0,30.29,91.06,14200.0,2017.0,9.0,6.468965517241379
55569.0,29.05,87.36,14000.0,2017.0,9.0,9.200000000000001
55572.0,29.41,89.06,14000.0,2017.0,9.0,8.775862068965518
55578.0,29.15,88.53,3836.0,2017.0,9.0,9.743333333333334
55585.0,29.27,90.1,13807.300000000001,2017.0,9.0,9.676666666666668
55589.0,29.18,90.59,13555.300000000001,2017.0,9.0,8.306896551724138
55591.0,29.4,91.08,3648.9,2017.0,9.0,9.272413793103448
55593.0,29.51,91.44,3804.3,2017.0,9.0,8.89
55597.0,29.02,91.41,3740.0,2017.0,9.0,7.036666666666666
55598.0,29.16,91.46,3560.0,2017.0,9.0,8.086666666666666
55655.0,28.11,85.58,13810.0,2017.0,9.0,7.086666666666666
55664.0,28.38,87.05,14300.0,2017.0,9.0,9.656666666666666
55680.0,28.55,89.36,14040.0,2017.0,9.0,9.434482758620689
55681.0,28.58,90.24,14431.7,2017.0,9.0,7.089655172413794
55690.0,27.59,91.57,14280.300000000001,2017.0,9.0,6.5344827586206895
55696.0,28.25,92.28,13860.0,2017.0,9.0,7.470000000000001
55773.0,27.44,89.05,14300.0,2017.0,9.0,5.417241379310345
56004.0,34.13,92.26,4533.1,2017.0,9.0,7.28
56016.0,33.51,95.37,4179.1,2017.0,9.0,6.366666666666667
56018.0,32.53,95.17,4066.4,2017.0,9.0,6.620000000000001
56021.0,34.07,95.48,4175.0,2017.0,9.0,5.73
56029.0,33.0,96.58,3716.9,2017.0,9.0,5.5566666666666675
56033.0,34.55,98.13,4272.3,2017.0,9.0,6.176666666666667
56034.0,33.48,97.08,4415.400000000001,2017.0,9.0,5.493333333333333
56038.0,32.59,98.06,4200.0,2017.0,9.0,5.98
56043.0,34.29,100.14,3719.0,2017.0,9.0,4.800000000000001
56045.0,33.58,99.54,14050.0,2017.0,9.0,4.7700000000000005
56046.0,33.45,99.39,3967.5,2017.0,9.0,5.486666666666667
56065.0,34.44,101.36,13500.0,2017.0,9.0,3.9700000000000006
56067.0,33.26,101.29,3628.5,2017.0,9.0,4.19
56071.0,34.36,102.3,3190.6000000000004,2017.0,9.0,4.046666666666667
56074.0,34.0,102.05,3471.4,2017.0,9.0,2.8800000000000003
56079.0,33.35,102.58,3441.4,2017.0,9.0,4.156666666666667
56080.0,35.0,102.54,2910.0,2017.0,9.0,4.303333333333334
56081.0,34.42,103.21,2810.2000000000003,2017.0,9.0,4.28
56082.0,34.35,103.3,2592.1000000000004,2017.0,9.0,4.33
56084.0,34.04,103.14,2374.2000000000003,2017.0,9.0,3.28
56091.0,34.51,104.28,1883.3000000000002,2017.0,9.0,4.206666666666667
56092.0,35.0,104.39,1728.2,2017.0,9.0,4.106666666666667
56093.0,34.26,104.01,2315.0,2017.0,9.0,3.4000000000000004
56094.0,33.47,104.22,1329.3000000000002,2017.0,9.0,2.9333333333333336
56095.0,34.02,104.23,1753.2,2017.0,9.0,3.23
56096.0,33.24,104.55,1079.1000000000001,2017.0,9.0,3.33
56097.0,33.16,104.15,1440.5,2017.0,9.0,2.706666666666667
56106.0,31.53,93.47,4022.8,2017.0,9.0,5.227586206896552
56109.0,31.29,93.47,13940.0,2017.0,9.0,4.824137931034483
56116.0,31.25,95.36,3873.1000000000004,2017.0,9.0,6.086206896551724
56125.0,32.12,96.28,3643.7000000000003,2017.0,9.0,6.670000000000001
56128.0,31.13,96.36,13810.0,2017.0,9.0,5.550000000000001
56137.0,31.09,97.1,3315.0,2017.0,9.0,6.272413793103449
56144.0,31.48,98.35,3184.0,2017.0,9.0,4.71
56146.0,31.37,100.0,3393.5,2017.0,9.0,6.546666666666667
56147.0,31.13,98.5,3260.0,2017.0,9.0,5.34
56151.0,32.56,100.45,13530.0,2017.0,9.0,4.283333333333334
56152.0,32.17,100.2,3893.9,2017.0,9.0,4.856666666666667
56158.0,31.24,100.4,3250.0,2017.0,9.0,5.823333333333334
56164.0,32.16,100.58,3292.9,2017.0,9.0,4.733333333333333
56167.0,30.59,101.07,2957.2000000000003,2017.0,9.0,5.5600000000000005
56168.0,31.29,102.04,2168.9,2017.0,9.0,4.683333333333334
56171.0,32.54,101.42,3275.1000000000004,2017.0,9.0,3.8633333333333333
56172.0,31.54,102.14,2664.4,2017.0,9.0,4.926666666666667
56173.0,32.48,102.33,3491.6000000000004,2017.0,9.0,3.946666666666667
56178.0,31.0,102.21,2438.0,2017.0,9.0,5.216666666666667
56180.0,31.41,103.51,1590.1000000000001,2017.0,9.0,2.506666666666667
56181.0,30.41,103.42,541.7,2017.0,9.0,2.0100000000000002
56182.0,32.4,103.36,2881.3,2017.0,9.0,2.9766666666666666
56183.0,31.3,103.37,1370.1000000000001,2017.0,9.0,3.02
56184.0,31.26,103.1,1896.7,2017.0,9.0,4.09
56185.0,32.05,102.59,2400.1,2017.0,9.0,4.366666666666666
56186.0,31.2,104.12,589.0,2017.0,9.0,1.7866666666666668
56187.0,30.45,103.52,547.7,2017.0,9.0,2.2100000000000004
56188.0,31.0,103.4,698.5,2017.0,9.0,1.6833333333333333
56189.0,30.59,103.56,581.7,2017.0,9.0,2.41
56190.0,31.33,104.33,519.4,2017.0,9.0,2.1333333333333333
56192.0,32.57,104.4,1014.3000000000001,2017.0,9.0,2.9966666666666666
56193.0,32.25,104.31,893.2,2017.0,9.0,3.5500000000000003
56194.0,31.38,104.27,597.2,2017.0,9.0,2.2533333333333334
56195.0,31.48,104.44,543.1,2017.0,9.0,2.8966666666666665
56196.0,31.27,104.44,522.7,2017.0,9.0,2.606666666666667
56197.0,31.09,104.1,535.7,2017.0,9.0,1.7066666666666668
56198.0,31.19,104.3,525.7,2017.0,9.0,2.32
56199.0,31.02,104.41,423.5,2017.0,9.0,1.9000000000000001
56202.0,30.4,93.17,14488.800000000001,2017.0,9.0,6.062068965517241
56223.0,30.45,95.5,13640.0,2017.0,9.0,7.23
56227.0,29.52,95.46,12736.0,2017.0,9.0,2.6533333333333338
56228.0,30.03,96.55,13260.0,2017.0,9.0,7.466666666666668
56247.0,30.0,99.06,2589.2000000000003,2017.0,9.0,6.803333333333334
56251.0,30.56,100.19,3000.0,2017.0,9.0,4.693333333333333
56257.0,30.0,100.16,3948.9,2017.0,9.0,6.3533333333333335
56263.0,30.53,101.53,1949.7,2017.0,9.0,5.256666666666668
56267.0,30.02,101.01,2600.9,2017.0,9.0,5.25
56272.0,30.49,103.53,558.5,2017.0,9.0,1.7466666666666666
56273.0,30.23,102.49,1022.0,2017.0,9.0,1.7466666666666666
56276.0,30.27,103.49,467.0,2017.0,9.0,2.3333333333333335
56278.0,30.04,102.46,755.8000000000001,2017.0,9.0,2.2133333333333334
56279.0,30.1,102.57,744.1,2017.0,9.0,1.6566666666666667
56280.0,30.05,103.07,691.3000000000001,2017.0,9.0,2.1
56281.0,30.11,103.3,510.8,2017.0,9.0,1.9466666666666665
56284.0,30.27,103.26,518.5,2017.0,9.0,1.5633333333333335
56285.0,30.34,103.28,544.7,2017.0,9.0,1.8333333333333333
56286.0,30.37,104.16,505.3,2017.0,9.0,2.5566666666666666
56287.0,29.59,103.0,627.6,2017.0,9.0,1.34
56288.0,30.35,103.55,494.6,2017.0,9.0,2.2333333333333334
56289.0,30.12,103.52,437.0,2017.0,9.0,2.32
56290.0,30.47,104.11,514.5,2017.0,9.0,2.533333333333333
56291.0,30.56,104.17,469.0,2017.0,9.0,2.15
56295.0,30.23,104.33,448.5,2017.0,9.0,2.1100000000000003
56296.0,30.49,104.26,493.5,2017.0,9.0,2.59
56297.0,30.01,104.09,436.5,2017.0,9.0,2.1
56298.0,30.08,104.36,417.0,2017.0,9.0,3.126666666666667
56307.0,29.09,92.35,13260.0,2017.0,9.0,6.916666666666668
56312.0,29.4,94.2,2991.8,2017.0,9.0,3.626666666666667
56317.0,29.13,94.13,12950.0,2017.0,9.0,3.8833333333333337
56331.0,29.4,97.5,13780.0,2017.0,9.0,6.11
56342.0,29.41,98.36,13870.0,2017.0,9.0,7.41
56357.0,29.03,100.18,3727.7000000000003,2017.0,9.0,5.773333333333333
56371.0,29.53,102.13,1403.2,2017.0,9.0,1.56
56373.0,29.47,102.51,797.5,2017.0,9.0,1.8166666666666669
56374.0,30.03,101.58,2615.7000000000003,2017.0,9.0,3.186666666666667
56376.0,29.2,102.38,1098.0,2017.0,9.0,1.6133333333333333
56378.0,29.14,102.21,890.7,2017.0,9.0,1.4366666666666668
56380.0,29.53,103.21,571.2,2017.0,9.0,2.0733333333333337
56381.0,30.04,103.31,630.2,2017.0,9.0,1.3966666666666667
56382.0,29.45,103.33,475.0,2017.0,9.0,1.6833333333333333
56383.0,29.5,103.52,455.20000000000005,2017.0,9.0,2.1433333333333335
56384.0,29.36,103.29,446.70000000000005,2017.0,9.0,1.8933333333333335
56385.0,29.31,103.2,3069.9,2017.0,9.0,1.97
56386.0,29.34,103.45,424.20000000000005,2017.0,9.0,1.7333333333333334
56387.0,29.14,103.16,642.2,2017.0,9.0,1.94
56389.0,29.12,103.57,387.6,2017.0,9.0,1.85
56390.0,29.4,104.04,404.40000000000003,2017.0,9.0,2.1
56391.0,30.05,103.49,415.40000000000003,2017.0,9.0,1.8166666666666669
56393.0,29.46,104.51,369.40000000000003,2017.0,9.0,1.8866666666666667
56394.0,29.27,104.26,384.1,2017.0,9.0,2.8266666666666667
56395.0,29.31,104.4,351.1,2017.0,9.0,1.6533333333333335
56396.0,29.21,104.46,352.6,2017.0,9.0,2.3666666666666667
56399.0,29.11,104.59,306.2,2017.0,9.0,2.0300000000000002
56434.0,28.39,97.28,2327.6,2017.0,9.0,4.531034482758621
56441.0,28.43,99.17,2422.9,2017.0,9.0,4.5633333333333335
56443.0,28.56,99.48,2842.0,2017.0,9.0,4.683333333333334
56444.0,28.29,98.54,3319.0,2017.0,9.0,5.07
56449.0,28.01,99.44,3554.2000000000003,2017.0,9.0,
56459.0,27.56,101.16,2426.5,2017.0,9.0,5.45
56462.0,29.0,101.3,2925.0,2017.0,9.0,4.33
56473.0,28.57,102.46,1060.3,2017.0,9.0,2.9733333333333336
56474.0,28.33,102.1,1774.0,2017.0,9.0,2.5600000000000005
56475.0,28.39,102.31,1659.5,2017.0,9.0,3.2700000000000005
56478.0,28.18,102.26,1818.1000000000001,2017.0,9.0,3.276666666666667
56479.0,28.0,102.51,2132.4,2017.0,9.0,4.846666666666668
56480.0,28.49,103.32,564.1,2017.0,9.0,2.1766666666666667
56483.0,28.35,103.57,496.6,2017.0,9.0,1.8133333333333335
56485.0,28.16,103.35,1255.8000000000002,2017.0,9.0,2.006666666666667
56487.0,28.2,103.08,1943.9,2017.0,9.0,4.273333333333333
56489.0,28.14,103.37,975.6,2017.0,9.0,2.336666666666667
56490.0,28.57,103.54,424.0,2017.0,9.0,2.166666666666667
56491.0,28.42,104.34,287.0,2017.0,9.0,2.6466666666666665
56492.0,28.48,104.36,340.8,2017.0,9.0,2.15
56493.0,28.51,104.58,292.8,2017.0,9.0,2.2333333333333334
56494.0,28.5,104.2,386.5,2017.0,9.0,1.7166666666666668
56496.0,28.18,105.14,399.40000000000003,2017.0,9.0,2.5233333333333334
56497.0,28.06,104.14,448.8,2017.0,9.0,1.37
56498.0,28.09,104.3,549.0,2017.0,9.0,2.34
56499.0,28.23,104.47,368.20000000000005,2017.0,9.0,1.8966666666666665
56533.0,27.45,98.4,1583.3000000000002,2017.0,9.0,1.4400000000000002
56543.0,27.51,99.45,3341.5,2017.0,9.0,4.406666666666667
56548.0,27.1,99.17,2326.1,2017.0,9.0,2.4633333333333334
56565.0,27.26,101.29,2516.8,2017.0,9.0,5.960000000000001
56567.0,27.15,100.51,2367.2000000000003,2017.0,9.0,6.456666666666667
56569.0,27.25,102.11,1380.0,2017.0,9.0,4.68
56571.0,27.54,102.16,1590.9,2017.0,9.0,5.593333333333334
56575.0,27.22,102.33,1530.7,2017.0,9.0,4.236666666666667
56578.0,27.04,102.45,993.6,2017.0,9.0,5.59
56580.0,27.43,102.48,2460.0,2017.0,9.0,6.016666666666667
56582.0,27.45,103.54,1176.2,2017.0,9.0,2.52
56584.0,27.42,103.15,1093.0,2017.0,9.0,4.413333333333333
56585.0,27.12,103.33,1952.2,2017.0,9.0,6.0633333333333335
56586.0,27.21,103.43,1949.5,2017.0,9.0,5.54
56592.0,28.26,104.31,359.70000000000005,2017.0,9.0,2.5500000000000003
56593.0,28.35,104.55,279.1,2017.0,9.0,2.5
56594.0,27.38,104.03,1035.0,2017.0,9.0,4.246666666666667
56595.0,27.25,104.52,1645.2,2017.0,9.0,3.966666666666667
56596.0,27.51,105.03,1177.2,2017.0,9.0,3.1366666666666667
56598.0,27.08,104.44,1535.1000000000001,2017.0,9.0,4.766666666666667
56641.0,26.54,98.52,1189.7,2017.0,9.0,2.84
56643.0,25.52,98.51,949.9000000000001,2017.0,9.0,4.583333333333334
56645.0,26.25,99.25,2344.9,2017.0,9.0,3.9600000000000004
56646.0,26.32,99.55,2191.4,2017.0,9.0,5.390000000000001
56649.0,26.06,99.58,2059.9,2017.0,9.0,5.366666666666667
56651.0,26.51,100.13,2380.9,2017.0,9.0,5.010000000000001
56652.0,26.41,100.45,2130.5,2017.0,9.0,4.38
56654.0,26.35,100.11,2195.4,2017.0,9.0,5.2
56664.0,26.38,101.16,1230.8000000000002,2017.0,9.0,5.970000000000001
56665.0,26.41,101.51,1140.3,2017.0,9.0,5.640000000000001
56666.0,26.35,101.43,1224.8,2017.0,9.0,7.713333333333335
56669.0,26.02,101.4,1589.4,2017.0,9.0,5.123333333333334
56670.0,26.55,102.07,1136.9,2017.0,9.0,4.783333333333334
56671.0,26.39,102.15,1787.3000000000002,2017.0,9.0,5.956666666666667
56673.0,26.55,102.55,893.9000000000001,2017.0,9.0,4.473333333333334
56674.0,26.3,101.44,1108.0,2017.0,9.0,5.216666666666667
