区站号,纬度,经度,观测场拔海高度,年,月,日最高气温,日最低气温,温差
54323.0,41.49,120.47,253.8,2017.0,5.0,272.0,80.0,235.0
54324.0,41.33,120.26,174.3,2017.0,5.0,288.0,60.0,241.0
54325.0,41.11,120.22,183.8,2017.0,5.0,282.0,36.0,264.0
54326.0,41.25,119.37,462.20000000000005,2017.0,5.0,280.0,73.0,246.0
54327.0,41.15,119.23,417.1,2017.0,5.0,289.0,74.0,252.0
54328.0,41.07,119.46,341.0,2017.0,5.0,281.0,63.0,248.0
54330.0,41.08,121.2,45.2,2017.0,5.0,268.0,101.0,196.0
54331.0,41.36,121.46,113.60000000000001,2017.0,5.0,257.0,107.0,181.0
54332.0,41.31,122.42,12.200000000000001,2017.0,5.0,282.0,33.0,249.0
54333.0,41.58,122.51,30.900000000000002,2017.0,5.0,263.0,30.0,233.0
54334.0,41.31,121.15,74.2,2017.0,5.0,275.0,60.0,253.0
54335.0,41.41,122.05,37.5,2017.0,5.0,271.0,62.0,214.0
54336.0,41.25,122.26,8.3,2017.0,5.0,277.0,47.0,230.0
54337.0,41.08,121.07,65.9,2017.0,5.0,255.0,124.0,176.0
54338.0,41.16,122.02,4.800000000000001,2017.0,5.0,276.0,67.0,209.0
54339.0,41.05,123.0,77.30000000000001,2017.0,5.0,290.0,103.0,187.0
54340.0,41.4,123.19,35.800000000000004,2017.0,5.0,281.0,97.0,193.0
54342.0,41.44,123.31,49.0,2017.0,5.0,277.0,35.0,246.0
54345.0,41.12,123.04,30.700000000000003,2017.0,5.0,281.0,74.0,207.0
54346.0,41.18,123.47,185.4,2017.0,5.0,279.0,52.0,227.0
54347.0,41.15,123.11,24.8,2017.0,5.0,284.0,68.0,218.0
54348.0,41.25,123.22,45.0,2017.0,5.0,280.0,46.0,234.0
54349.0,41.18,124.08,258.90000000000003,2017.0,5.0,275.0,29.0,246.0
54351.0,41.55,124.04,118.5,2017.0,5.0,267.0,21.0,247.0
54353.0,41.43,125.02,328.40000000000003,2017.0,5.0,247.0,3.0,255.0
54362.0,41.4,125.44,380.1,2017.0,5.0,241.0,-4.0,255.0
54363.0,41.41,125.54,402.90000000000003,2017.0,5.0,240.0,27.0,215.0
54365.0,41.17,125.21,245.5,2017.0,5.0,249.0,29.0,235.0
54371.0,41.56,126.26,520.6,2017.0,5.0,224.0,-1.0,241.0
54374.0,41.48,126.53,379.70000000000005,2017.0,5.0,228.0,9.0,243.0
54377.0,41.09,126.13,225.10000000000002,2017.0,5.0,252.0,43.0,229.0
54386.0,41.25,128.11,775.0,2017.0,5.0,216.0,-16.0,256.0
54398.0,40.08,116.37,1002.8000000000001,2017.0,5.0,269.0,125.0,203.0
54399.0,39.59,116.17,45.800000000000004,2017.0,5.0,281.0,110.0,212.0
54401.0,40.46,114.55,772.8000000000001,2017.0,5.0,258.0,114.0,219.0
54404.0,40.53,115.5,867.6,2017.0,5.0,234.0,29.0,264.0
54405.0,40.25,115.3,570.9,2017.0,5.0,256.0,121.0,203.0
54406.0,40.27,115.58,487.90000000000003,2017.0,5.0,242.0,100.0,204.0
54408.0,40.23,115.13,529.6,2017.0,5.0,265.0,117.0,201.0
54410.0,40.36,116.08,1224.7,2017.0,5.0,192.0,97.0,174.0
54412.0,40.44,116.38,331.6,2017.0,5.0,259.0,62.0,283.0
54416.0,40.23,116.52,71.8,2017.0,5.0,268.0,103.0,233.0
54419.0,40.22,116.38,75.7,2017.0,5.0,270.0,101.0,226.0
54420.0,40.56,117.2,529.0,2017.0,5.0,262.0,71.0,256.0
54421.0,40.39,117.07,293.3,2017.0,5.0,262.0,84.0,231.0
54423.0,40.58,117.55,422.3,2017.0,5.0,296.0,98.0,243.0
54424.0,40.1,117.07,32.1,2017.0,5.0,271.0,88.0,229.0
54425.0,40.24,117.28,633.2,2017.0,5.0,238.0,47.0,213.0
54428.0,40.03,117.27,32.0,2017.0,5.0,271.0,93.0,211.0
54429.0,40.12,117.57,54.900000000000006,2017.0,5.0,279.0,124.0,193.0
54430.0,40.47,118.13,330.0,2017.0,5.0,277.0,74.0,271.0
54431.0,39.51,116.45,19.8,2017.0,5.0,264.0,85.0,217.0
54432.0,40.37,118.28,369.3,2017.0,5.0,265.0,88.0,211.0
54433.0,39.57,116.3,35.300000000000004,2017.0,5.0,275.0,120.0,195.0
54434.0,40.1,118.2,131.6,2017.0,5.0,281.0,93.0,205.0
54436.0,40.25,118.57,254.3,2017.0,5.0,268.0,80.0,222.0
54437.0,39.3,118.37,18.3,2017.0,5.0,262.0,128.0,195.0
54438.0,39.53,118.53,65.0,2017.0,5.0,273.0,114.0,196.0
54439.0,40.01,118.43,50.900000000000006,2017.0,5.0,278.0,105.0,208.0
54449.0,39.51,119.31,2.4000000000000004,2017.0,5.0,228.0,103.0,213.0
54452.0,40.48,119.48,367.0,2017.0,5.0,274.0,71.0,243.0
54453.0,40.52,120.58,38.900000000000006,2017.0,5.0,247.0,108.0,201.0
54454.0,40.2,120.18,29.0,2017.0,5.0,248.0,96.0,234.0
54455.0,40.37,120.39,20.5,2017.0,5.0,241.0,70.0,240.0
54470.0,41.01,122.03,5.5,2017.0,5.0,267.0,116.0,159.0
54471.0,40.4,122.1,3.8000000000000003,2017.0,5.0,244.0,102.0,154.0
54472.0,40.53,122.45,25.3,2017.0,5.0,287.0,56.0,231.0
54474.0,40.25,122.21,24.8,2017.0,5.0,255.0,108.0,181.0
54475.0,40.34,122.27,11.5,2017.0,5.0,261.0,72.0,219.0
54476.0,40.11,122.09,20.400000000000002,2017.0,5.0,245.0,59.0,207.0
54483.0,40.52,123.54,233.60000000000002,2017.0,5.0,268.0,9.0,259.0
54486.0,40.2,123.17,97.7,2017.0,5.0,272.0,21.0,261.0
54493.0,40.43,124.47,260.1,2017.0,5.0,259.0,44.0,215.0
54494.0,40.28,124.03,72.60000000000001,2017.0,5.0,275.0,63.0,234.0
54497.0,40.02,124.2,13.8,2017.0,5.0,253.0,105.0,176.0
54499.0,40.13,116.13,76.2,2017.0,5.0,270.0,125.0,195.0
54501.0,39.58,115.41,440.3,2017.0,5.0,283.0,68.0,255.0
54502.0,39.29,116.02,29.3,2017.0,5.0,270.0,118.0,198.0
54503.0,39.04,115.49,12.8,2017.0,5.0,275.0,109.0,198.0
54505.0,39.53,116.09,85.5,2017.0,5.0,266.0,125.0,186.0
54506.0,39.19,115.57,24.6,2017.0,5.0,271.0,116.0,201.0
54507.0,39.2,115.31,49.300000000000004,2017.0,5.0,265.0,100.0,228.0
54510.0,39.55,116.57,18.3,2017.0,5.0,263.0,92.0,223.0
54511.0,39.48,116.28,31.3,2017.0,5.0,267.0,118.0,201.0
54512.0,39.25,116.17,21.400000000000002,2017.0,5.0,274.0,101.0,221.0
54513.0,39.57,116.12,63.0,2017.0,5.0,271.0,99.0,202.0
54514.0,39.52,116.15,55.2,2017.0,5.0,280.0,108.0,194.0
54515.0,39.3,116.42,13.700000000000001,2017.0,5.0,272.0,120.0,200.0
54517.0,39.04,117.12,2.2,2017.0,5.0,257.0,160.0,172.0
54518.0,39.1,116.24,8.9,2017.0,5.0,274.0,102.0,213.0
54519.0,39.18,116.29,12.200000000000001,2017.0,5.0,281.0,101.0,209.0
54520.0,39.58,117.05,18.1,2017.0,5.0,265.0,94.0,220.0
54521.0,39.42,116.59,9.4,2017.0,5.0,262.0,94.0,211.0
54522.0,39.53,117.44,14.4,2017.0,5.0,277.0,100.0,226.0
54523.0,39.26,117.04,8.200000000000001,2017.0,5.0,257.0,94.0,187.0
54525.0,39.44,117.17,5.1000000000000005,2017.0,5.0,259.0,87.0,203.0
54526.0,39.05,117.2,1.9000000000000001,2017.0,5.0,252.0,134.0,172.0
54527.0,39.05,117.03,3.5,2017.0,5.0,266.0,149.0,189.0
54528.0,39.14,117.08,3.4000000000000004,2017.0,5.0,255.0,99.0,213.0
54529.0,39.21,117.49,3.9000000000000004,2017.0,5.0,242.0,139.0,173.0
54530.0,39.14,117.46,1.3,2017.0,5.0,235.0,155.0,175.0
54531.0,39.44,118.43,43.0,2017.0,5.0,259.0,115.0,192.0
54532.0,39.48,118.05,31.6,2017.0,5.0,279.0,132.0,192.0
54533.0,39.35,118.06,8.9,2017.0,5.0,270.0,120.0,177.0
54534.0,39.39,118.06,23.200000000000003,2017.0,5.0,272.0,106.0,204.0
54535.0,39.17,118.28,3.2,2017.0,5.0,236.0,140.0,162.0
54539.0,39.26,118.53,8.5,2017.0,5.0,246.0,147.0,168.0
54540.0,39.44,119.12,17.6,2017.0,5.0,237.0,151.0,212.0
54541.0,39.54,119.14,24.3,2017.0,5.0,252.0,138.0,211.0
54563.0,39.38,122.01,118.7,2017.0,5.0,261.0,130.0,179.0
54565.0,39.36,121.28,70.60000000000001,2017.0,5.0,228.0,134.0,142.0
54568.0,39.04,121.45,90.80000000000001,2017.0,5.0,223.0,159.0,130.0
54569.0,39.25,121.57,11.700000000000001,2017.0,5.0,257.0,110.0,169.0
54575.0,39.24,122.2,43.2,2017.0,5.0,208.0,133.0,168.0
54579.0,39.16,122.35,35.5,2017.0,5.0,202.0,124.0,119.0
54584.0,39.43,122.57,34.800000000000004,2017.0,5.0,229.0,113.0,164.0
54590.0,39.55,124.09,3.9000000000000004,2017.0,5.0,236.0,89.0,164.0
54594.0,39.43,116.21,37.5,2017.0,5.0,269.0,96.0,215.0
54596.0,39.46,116.12,48.900000000000006,2017.0,5.0,276.0,82.0,215.0
54597.0,39.44,115.44,407.70000000000005,2017.0,5.0,258.0,83.0,219.0
54601.0,38.59,115.39,13.100000000000001,2017.0,5.0,265.0,91.0,216.0
54602.0,38.44,115.29,16.8,2017.0,5.0,266.0,84.0,218.0
54603.0,38.43,115.46,10.0,2017.0,5.0,268.0,95.0,200.0
54604.0,38.25,115.2,29.6,2017.0,5.0,269.0,141.0,174.0
54605.0,38.56,115.56,4.4,2017.0,5.0,280.0,110.0,194.0
54606.0,38.13,115.45,17.900000000000002,2017.0,5.0,286.0,121.0,200.0
54607.0,38.42,115.07,47.800000000000004,2017.0,5.0,260.0,113.0,227.0
54608.0,38.0,115.33,26.1,2017.0,5.0,292.0,141.0,187.0
54609.0,38.14,115.35,22.400000000000002,2017.0,5.0,283.0,137.0,190.0
54610.0,38.44,116.06,8.1,2017.0,5.0,281.0,135.0,177.0
54611.0,38.56,115.19,44.800000000000004,2017.0,5.0,268.0,146.0,197.0
54612.0,38.51,116.27,4.3,2017.0,5.0,267.0,104.0,204.0
54613.0,38.42,116.37,6.9,2017.0,5.0,282.0,100.0,188.0
54614.0,38.25,116.03,10.9,2017.0,5.0,291.0,134.0,211.0
54615.0,38.35,116.51,8.0,2017.0,5.0,265.0,110.0,210.0
54616.0,38.21,116.51,8.0,2017.0,5.0,279.0,89.0,196.0
54617.0,38.12,116.1,13.3,2017.0,5.0,291.0,96.0,198.0
54618.0,38.05,116.33,13.200000000000001,2017.0,5.0,285.0,116.0,179.0
54619.0,38.55,116.55,5.5,2017.0,5.0,249.0,137.0,197.0
54620.0,38.29,115.34,18.5,2017.0,5.0,271.0,118.0,193.0
54621.0,38.11,115.11,38.1,2017.0,5.0,266.0,138.0,184.0
54622.0,38.59,117.22,3.7,2017.0,5.0,247.0,128.0,183.0
54623.0,39.03,117.43,4.800000000000001,2017.0,5.0,217.0,147.0,167.0
54624.0,38.24,117.19,4.5,2017.0,5.0,241.0,117.0,178.0
54626.0,38.25,115.49,13.9,2017.0,5.0,289.0,149.0,205.0
54627.0,38.02,117.14,8.200000000000001,2017.0,5.0,277.0,109.0,215.0
54628.0,38.09,117.29,6.4,2017.0,5.0,259.0,111.0,197.0
54631.0,37.04,115.09,32.4,2017.0,5.0,265.0,133.0,198.0
54632.0,37.04,115.02,34.0,2017.0,5.0,265.0,132.0,198.0
54633.0,37.3,115.16,26.1,2017.0,5.0,262.0,112.0,222.0
54636.0,39.01,116.07,10.3,2017.0,5.0,271.0,110.0,189.0
54640.0,36.55,114.52,36.0,2017.0,5.0,252.0,136.0,194.0
54644.0,38.03,117.07,10.5,2017.0,5.0,288.0,107.0,217.0
54645.0,38.51,117.28,2.2,2017.0,5.0,206.0,155.0,172.0
54646.0,38.27,118.25,30.3,2017.0,5.0,157.0,121.0,122.0
54660.0,38.49,121.14,66.7,2017.0,5.0,221.0,136.0,136.0
54662.0,38.55,121.38,91.5,2017.0,5.0,215.0,158.0,134.0
54700.0,38.02,115.56,16.2,2017.0,5.0,288.0,115.0,205.0
54701.0,37.56,115.12,35.9,2017.0,5.0,276.0,152.0,177.0
54702.0,37.44,115.42,20.700000000000003,2017.0,5.0,275.0,129.0,199.0
54703.0,37.48,115.53,21.3,2017.0,5.0,271.0,125.0,187.0
54704.0,37.31,115.34,24.8,2017.0,5.0,269.0,131.0,220.0
54705.0,37.22,115.23,27.400000000000002,2017.0,5.0,263.0,120.0,189.0
54706.0,37.05,115.4,31.5,2017.0,5.0,263.0,132.0,192.0
54707.0,37.21,115.59,27.400000000000002,2017.0,5.0,263.0,121.0,198.0
54708.0,37.3,115.44,23.6,2017.0,5.0,266.0,129.0,205.0
54709.0,37.14,116.04,24.8,2017.0,5.0,267.0,111.0,213.0
54710.0,37.52,116.1,18.6,2017.0,5.0,272.0,116.0,188.0
54711.0,37.42,116.17,18.3,2017.0,5.0,273.0,110.0,187.0
54712.0,37.12,116.49,18.5,2017.0,5.0,268.0,123.0,197.0
54713.0,37.53,116.32,14.4,2017.0,5.0,284.0,130.0,182.0
54714.0,37.27,116.2,23.6,2017.0,5.0,261.0,130.0,181.0
54715.0,37.19,116.31,17.6,2017.0,5.0,260.0,127.0,211.0
54716.0,37.4,116.48,16.3,2017.0,5.0,269.0,124.0,193.0
54717.0,37.38,116.24,17.1,2017.0,5.0,266.0,119.0,200.0
54718.0,37.09,116.28,22.900000000000002,2017.0,5.0,270.0,127.0,218.0
54719.0,38.02,116.41,11.100000000000001,2017.0,5.0,290.0,129.0,194.0
54722.0,37.45,117.38,6.800000000000001,2017.0,5.0,286.0,129.0,200.0
54723.0,37.39,117.34,10.100000000000001,2017.0,5.0,275.0,137.0,228.0
54724.0,37.19,117.08,14.8,2017.0,5.0,265.0,122.0,217.0
54725.0,37.3,117.32,11.700000000000001,2017.0,5.0,268.0,125.0,206.0
54726.0,37.42,117.11,11.5,2017.0,5.0,272.0,142.0,203.0
54727.0,36.41,117.33,121.80000000000001,2017.0,5.0,277.0,163.0,201.0
54728.0,37.46,117.21,10.5,2017.0,5.0,276.0,132.0,201.0
54729.0,37.1,117.52,11.5,2017.0,5.0,268.0,133.0,212.0
54730.0,37.42,118.08,6.300000000000001,2017.0,5.0,278.0,129.0,207.0
54731.0,37.29,118.13,11.9,2017.0,5.0,281.0,153.0,187.0
54732.0,37.52,118.31,5.6000000000000005,2017.0,5.0,272.0,138.0,183.0
54734.0,37.21,118.0,12.200000000000001,2017.0,5.0,276.0,158.0,196.0
54736.0,37.26,118.4,6.0,2017.0,5.0,264.0,145.0,167.0
54737.0,37.09,118.09,9.4,2017.0,5.0,284.0,153.0,193.0
54738.0,37.03,118.22,14.200000000000001,2017.0,5.0,284.0,142.0,232.0
54744.0,37.35,118.33,8.5,2017.0,5.0,270.0,143.0,167.0
54749.0,37.11,119.57,48.400000000000006,2017.0,5.0,293.0,170.0,176.0
54751.0,37.56,120.44,39.7,2017.0,5.0,178.0,147.0,115.0
54752.0,37.48,120.46,60.7,2017.0,5.0,237.0,116.0,175.0
54753.0,37.38,120.2,4.800000000000001,2017.0,5.0,286.0,133.0,165.0
54755.0,37.2,120.23,117.80000000000001,2017.0,5.0,288.0,146.0,217.0
54759.0,37.19,120.51,205.5,2017.0,5.0,295.0,123.0,218.0
54764.0,37.29,121.14,53.900000000000006,2017.0,5.0,271.0,104.0,213.0
54765.0,37.29,121.26,82.0,2017.0,5.0,214.0,131.0,176.0
54766.0,37.26,121.35,39.1,2017.0,5.0,229.0,116.0,185.0
54774.0,37.28,122.08,65.4,2017.0,5.0,214.0,137.0,179.0
54776.0,37.24,122.42,47.7,2017.0,5.0,171.0,138.0,160.0
54777.0,37.12,122.04,118.0,2017.0,5.0,277.0,127.0,185.0
54778.0,37.1,122.29,61.7,2017.0,5.0,228.0,137.0,176.0
54800.0,37.0,115.15,33.300000000000004,2017.0,5.0,267.0,129.0,203.0
54801.0,36.51,115.29,35.300000000000004,2017.0,5.0,262.0,141.0,231.0
54802.0,36.49,115.44,34.0,2017.0,5.0,258.0,138.0,221.0
54803.0,36.59,116.01,27.900000000000002,2017.0,5.0,277.0,123.0,210.0
54804.0,36.18,115.11,45.300000000000004,2017.0,5.0,254.0,144.0,230.0
54805.0,36.27,115.28,39.300000000000004,2017.0,5.0,254.0,144.0,228.0
54806.0,36.25,115.58,33.0,2017.0,5.0,272.0,151.0,220.0
54807.0,36.09,115.46,41.2,2017.0,5.0,263.0,141.0,211.0
54808.0,36.14,115.38,37.800000000000004,2017.0,5.0,249.0,147.0,212.0
54809.0,36.33,115.17,41.300000000000004,2017.0,5.0,258.0,139.0,203.0
54810.0,36.52,116.16,27.1,2017.0,5.0,270.0,122.0,206.0
54811.0,36.56,116.37,20.6,2017.0,5.0,272.0,136.0,200.0
54812.0,36.44,116.43,24.700000000000003,2017.0,5.0,267.0,133.0,221.0
54814.0,36.32,116.15,29.700000000000003,2017.0,5.0,267.0,135.0,247.0
54815.0,36.23,116.16,31.400000000000002,2017.0,5.0,261.0,136.0,216.0
54816.0,36.31,116.48,98.9,2017.0,5.0,269.0,160.0,196.0
54817.0,35.59,115.52,42.1,2017.0,5.0,261.0,152.0,196.0
54818.0,36.15,116.25,79.9,2017.0,5.0,268.0,148.0,175.0
54819.0,36.11,116.48,113.60000000000001,2017.0,5.0,298.0,169.0,213.0
54820.0,36.49,115.12,39.0,2017.0,5.0,266.0,136.0,201.0
54821.0,37.0,117.12,20.400000000000002,2017.0,5.0,258.0,135.0,233.0
54822.0,36.52,117.44,47.400000000000006,2017.0,5.0,289.0,146.0,209.0
54823.0,36.36,117.0,170.3,2017.0,5.0,276.0,178.0,176.0
54824.0,36.38,117.57,95.0,2017.0,5.0,303.0,143.0,214.0
54825.0,36.31,117.51,189.70000000000002,2017.0,5.0,301.0,158.0,184.0
54826.0,36.15,117.06,1533.7,2017.0,5.0,188.0,132.0,119.0
54827.0,36.1,117.09,128.6,2017.0,5.0,298.0,168.0,205.0
54828.0,36.14,117.41,229.3,2017.0,5.0,296.0,179.0,188.0
54829.0,36.46,117.52,85.7,2017.0,5.0,284.0,105.0,234.0
54830.0,36.49,117.56,34.4,2017.0,5.0,294.0,116.0,215.0
54831.0,36.39,118.3,102.5,2017.0,5.0,276.0,145.0,230.0
54832.0,36.52,118.48,23.400000000000002,2017.0,5.0,288.0,127.0,233.0
54833.0,36.58,118.05,15.100000000000001,2017.0,5.0,286.0,145.0,187.0
54834.0,36.52,118.17,46.300000000000004,2017.0,5.0,287.0,140.0,222.0
54835.0,36.28,118.34,149.5,2017.0,5.0,279.0,139.0,226.0
54836.0,36.11,118.1,305.1,2017.0,5.0,277.0,159.0,195.0
54837.0,36.41,118.5,78.80000000000001,2017.0,5.0,282.0,138.0,235.0
54841.0,36.52,119.25,23.5,2017.0,5.0,284.0,140.0,224.0
54842.0,36.47,120.0,62.2,2017.0,5.0,273.0,163.0,211.0
54843.0,36.45,119.12,22.200000000000003,2017.0,5.0,285.0,146.0,225.0
54844.0,36.25,119.11,62.7,2017.0,5.0,274.0,157.0,229.0
54846.0,36.23,119.44,51.5,2017.0,5.0,267.0,150.0,204.0
54848.0,35.59,119.25,82.60000000000001,2017.0,5.0,263.0,156.0,212.0
54849.0,36.13,120.02,84.4,2017.0,5.0,237.0,157.0,197.0
54851.0,36.54,120.34,76.9,2017.0,5.0,264.0,122.0,218.0
54852.0,36.58,120.44,54.400000000000006,2017.0,5.0,277.0,143.0,216.0
54853.0,36.08,120.31,54.0,2017.0,5.0,243.0,182.0,142.0
54855.0,36.24,120.23,47.800000000000004,2017.0,5.0,250.0,164.0,220.0
54857.0,36.04,120.2,76.0,2017.0,5.0,238.0,179.0,146.0
54861.0,36.56,121.32,45.400000000000006,2017.0,5.0,266.0,112.0,205.0
54863.0,36.47,121.11,40.900000000000006,2017.0,5.0,251.0,145.0,179.0
54871.0,36.56,122.29,9.8,2017.0,5.0,204.0,121.0,140.0
54900.0,35.42,115.01,53.7,2017.0,5.0,264.0,168.0,198.0
54901.0,36.05,115.1,47.5,2017.0,5.0,250.0,153.0,197.0
54902.0,35.57,115.09,49.300000000000004,2017.0,5.0,248.0,146.0,215.0
54903.0,35.51,115.29,46.0,2017.0,5.0,260.0,156.0,224.0
54904.0,35.35,115.31,50.1,2017.0,5.0,260.0,161.0,188.0
54905.0,35.35,115.56,46.2,2017.0,5.0,277.0,173.0,171.0
54906.0,35.15,115.25,49.900000000000006,2017.0,5.0,275.0,173.0,174.0
54907.0,34.59,116.39,34.300000000000004,2017.0,5.0,287.0,163.0,186.0
54908.0,35.16,115.06,57.300000000000004,2017.0,5.0,263.0,171.0,184.0
54909.0,35.05,115.31,51.5,2017.0,5.0,274.0,158.0,198.0
54910.0,35.49,116.03,40.900000000000006,2017.0,5.0,270.0,160.0,191.0
54911.0,35.56,116.24,44.0,2017.0,5.0,284.0,166.0,187.0
54912.0,35.46,116.3,41.800000000000004,2017.0,5.0,288.0,153.0,211.0
54913.0,35.45,116.49,62.2,2017.0,5.0,291.0,157.0,207.0
54914.0,35.25,116.05,40.6,2017.0,5.0,282.0,164.0,197.0
54915.0,35.26,116.36,33.300000000000004,2017.0,5.0,298.0,181.0,165.0
54916.0,35.34,116.51,51.7,2017.0,5.0,296.0,152.0,187.0
54917.0,35.08,116.2,35.800000000000004,2017.0,5.0,287.0,152.0,191.0
54918.0,35.36,116.58,62.300000000000004,2017.0,5.0,297.0,181.0,160.0
54919.0,35.23,116.59,88.7,2017.0,5.0,296.0,189.0,172.0
54920.0,35.39,117.17,110.4,2017.0,5.0,298.0,176.0,175.0
54921.0,35.25,116.2,38.1,2017.0,5.0,296.0,167.0,210.0
54922.0,35.52,117.45,206.0,2017.0,5.0,287.0,168.0,197.0
54923.0,35.43,117.56,202.20000000000002,2017.0,5.0,286.0,181.0,184.0
54925.0,35.3,117.41,161.20000000000002,2017.0,5.0,289.0,160.0,183.0
54927.0,35.06,117.12,74.9,2017.0,5.0,299.0,152.0,188.0
54929.0,35.16,117.58,121.2,2017.0,5.0,285.0,174.0,182.0
54932.0,35.46,118.39,186.70000000000002,2017.0,5.0,289.0,161.0,203.0
54935.0,35.32,118.26,119.4,2017.0,5.0,293.0,171.0,206.0
54936.0,35.34,118.5,107.4,2017.0,5.0,272.0,161.0,197.0
54938.0,35.15,118.25,124.0,2017.0,5.0,275.0,171.0,173.0
54939.0,35.1,118.49,113.80000000000001,2017.0,5.0,278.0,171.0,180.0
54940.0,35.45,119.12,148.20000000000002,2017.0,5.0,270.0,164.0,206.0
54943.0,35.53,120.0,10.4,2017.0,5.0,211.0,158.0,171.0
54945.0,35.28,119.33,64.4,2017.0,5.0,269.0,149.0,174.0
55228.0,32.3,80.05,4278.6,2017.0,5.0,61.0,-84.0,186.0
55248.0,32.09,84.25,4414.900000000001,2017.0,5.0,79.0,-28.0,183.0
55279.0,31.23,90.01,4700.0,2017.0,5.0,80.0,-17.0,180.0
55294.0,32.21,91.06,4800.0,2017.0,5.0,67.0,-32.0,194.0
55299.0,31.29,92.04,4507.0,2017.0,5.0,95.0,-11.0,194.0
55437.0,30.17,81.15,3900.0,2017.0,5.0,83.0,-35.0,161.0
55472.0,30.57,88.38,4672.0,2017.0,5.0,85.0,-13.0,182.0
55493.0,30.29,91.06,4200.0,2017.0,5.0,98.0,-3.0,211.0
55569.0,29.05,87.36,4000.0,2017.0,5.0,149.0,47.0,164.0
55572.0,29.41,89.06,4000.0,2017.0,5.0,151.0,7.0,175.0
55578.0,29.15,88.53,3836.0,2017.0,5.0,174.0,34.0,213.0
55585.0,29.26,90.1,3809.4,2017.0,5.0,186.0,1.0,227.0
55589.0,29.18,90.59,3555.3,2017.0,5.0,186.0,25.0,232.0
55591.0,29.4,91.08,3648.9,2017.0,5.0,187.0,52.0,173.0
55593.0,29.51,91.44,3804.0,2017.0,5.0,155.0,21.0,189.0
55597.0,29.02,91.41,3740.0,2017.0,5.0,165.0,12.0,203.0
55598.0,29.16,91.46,3560.0,2017.0,5.0,168.0,23.0,216.0
55655.0,28.11,85.58,3810.0,2017.0,5.0,50.0,-3.0,119.0
55664.0,28.38,87.05,4300.0,2017.0,5.0,99.0,-21.0,206.0
55680.0,28.55,89.36,4040.0,2017.0,5.0,151.0,26.0,208.0
55681.0,28.58,90.24,4431.7,2017.0,5.0,123.0,-12.0,174.0
55690.0,27.59,91.57,4280.3,2017.0,5.0,57.0,-15.0,157.0
55696.0,28.25,92.28,3860.0,2017.0,5.0,172.0,2.0,219.0
55773.0,27.44,89.05,4300.0,2017.0,5.0,73.0,-32.0,177.0
56004.0,34.13,92.26,4533.1,2017.0,5.0,94.0,-20.0,204.0
56016.0,33.51,95.37,4179.1,2017.0,5.0,118.0,-35.0,195.0
56018.0,32.53,95.17,4066.4,2017.0,5.0,105.0,-37.0,203.0
56021.0,34.07,95.48,4175.0,2017.0,5.0,107.0,-27.0,199.0
56029.0,33.0,96.58,3716.9,2017.0,5.0,154.0,-28.0,219.0
56033.0,34.55,98.13,4272.3,2017.0,5.0,124.0,-46.0,190.0
56034.0,33.48,97.08,4415.400000000001,2017.0,5.0,101.0,-51.0,184.0
56038.0,32.59,98.06,14200.0,2017.0,5.0,116.0,-37.0,190.0
56043.0,34.29,100.14,3719.0,2017.0,5.0,159.0,-30.0,228.0
56045.0,33.58,99.54,14050.0,2017.0,5.0,137.0,-43.0,217.0
56046.0,33.45,99.39,3967.5,2017.0,5.0,139.0,-33.0,203.0
56065.0,34.44,101.36,13500.0,2017.0,5.0,166.0,-17.0,251.0
56067.0,33.26,101.29,3628.5,2017.0,5.0,173.0,-33.0,223.0
56071.0,34.36,102.3,3190.6000000000004,2017.0,5.0,195.0,-27.0,228.0
56074.0,34.0,102.05,3471.4,2017.0,5.0,170.0,-25.0,196.0
56079.0,33.35,102.58,3441.4,2017.0,5.0,176.0,-36.0,221.0
56080.0,35.0,102.54,2910.0,2017.0,5.0,211.0,-27.0,243.0
56081.0,34.42,103.21,2810.2000000000003,2017.0,5.0,207.0,-6.0,239.0
56082.0,34.35,103.3,2592.1000000000004,2017.0,5.0,221.0,-5.0,253.0
56084.0,34.04,103.14,2374.2000000000003,2017.0,5.0,259.0,24.0,261.0
56091.0,34.51,104.28,1883.3000000000002,2017.0,5.0,245.0,49.0,211.0
56092.0,35.0,104.39,1728.2,2017.0,5.0,248.0,62.0,220.0
56093.0,34.26,104.01,2315.0,2017.0,5.0,232.0,22.0,213.0
56094.0,33.47,104.22,1329.3000000000002,2017.0,5.0,277.0,100.0,177.0
56095.0,34.02,104.23,1753.2,2017.0,5.0,258.0,44.0,236.0
56096.0,33.24,104.55,1079.1000000000001,2017.0,5.0,297.0,120.0,188.0
56097.0,33.16,104.15,1440.5,2017.0,5.0,273.0,87.0,199.0
56106.0,31.53,93.47,4022.8,2017.0,5.0,137.0,-5.0,210.0
56109.0,31.29,93.47,3940.0,2017.0,5.0,142.0,24.0,220.0
56116.0,31.25,95.36,3873.1000000000004,2017.0,5.0,145.0,1.0,192.0
56125.0,32.12,96.28,3643.7000000000003,2017.0,5.0,178.0,9.0,187.0
56128.0,31.13,96.36,3810.0,2017.0,5.0,147.0,-17.0,201.0
56137.0,31.09,97.1,3315.0,2017.0,5.0,193.0,7.0,212.0
56144.0,31.48,98.35,3184.0,2017.0,5.0,195.0,10.0,206.0
56146.0,31.37,100.0,3393.5,2017.0,5.0,199.0,0.0,199.0
